Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Cuisines,Price range,Currency,Average Cost for two,Aggregate rating,Rating text,Votes,Primary Cuisine,Budget Category,Normalized Votes,Popularity Score
18490756,Munchies Midnight Delivery,1,new delhi,"Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi","continental, italian, fast food",1,Indian Rupees(Rs.),300,0.0,Not rated,1,continental,low,0.07453416741673957,0.02236025022502187
18375376,Muradabadi Chicken Corner,1,new delhi,"C-1/130, New Kondli, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",mughlai,2,Indian Rupees(Rs.),500,0.0,Not rated,3,mughlai,medium,0.14906833483347914,0.04472050045004374
18089212,Riyaz Chicken Corner,1,new delhi,"1A, Pocket A-3, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",biryani,1,Indian Rupees(Rs.),300,0.0,Not rated,1,biryani,low,0.07453416741673957,0.02236025022502187
18375395,Romano's Pizza,1,new delhi,"81A, Pocket A-2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",pizza,1,Indian Rupees(Rs.),300,0.0,Not rated,0,pizza,low,0.0,0.0
18237719,Royal Spice,1,new delhi,"A-1155-1156, GD Colony, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi","continental, north indian, south indian",2,Indian Rupees(Rs.),500,0.0,Not rated,1,continental,medium,0.07453416741673957,0.02236025022502187
18082236,Sonu Bhojanalya,1,new delhi,"D-1/29, New Kondli, Sani Bazar Road, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",north indian,1,Indian Rupees(Rs.),250,0.0,Not rated,2,north indian,low,0.11813386037800488,0.03544015811340146
18375383,The Deshi Bites,1,new delhi,"SFS Flats, Near Pocket-C, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",north indian,2,Indian Rupees(Rs.),500,0.0,Not rated,0,north indian,medium,0.0,0.0
309979,Green Chick Chop,1,new delhi,"13/2, Ward 1, LIC Road, Near Bhool Bhulia, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,3.0,Average,7,raw meats,medium,0.22360250225021872,0.4870807506750655
18025093,Mahara Hotel,1,new delhi,"13/2, Ward 1, LIC Road, Near Bus Terminal, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","north indian, south indian",1,Indian Rupees(Rs.),400,2.9,Average,4,north indian,medium,0.17306297735396584,0.4579188932061897
307990,Malik Vegetarian Rasoi,1,new delhi,"13-A/4, Ward 1, Opposite Bhool Bhuliyan, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",north indian,1,Indian Rupees(Rs.),250,2.9,Average,9,north indian,low,0.24759714477070544,0.4802791434312116
309517,Yash Aadi Food Corner,1,new delhi,"F-210/A, Main Market, Mehrauli, New Delhi Near Mehrauli",Mehrauli,"Mehrauli, New Delhi","north indian, chinese",1,Indian Rupees(Rs.),400,2.9,Average,6,north indian,medium,0.20924386175884935,0.4687731585276548
18489842,#hashtag,1,new delhi,"1092/1, Mehrauli Bus Stand, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",cafe,2,Indian Rupees(Rs.),500,0.0,Not rated,0,cafe,medium,0.0,0.0
18350159,Al Zaika,1,new delhi,"F-341, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",mughlai,1,Indian Rupees(Rs.),300,0.0,Not rated,1,mughlai,low,0.07453416741673957,0.02236025022502187
18375201,Ashiyan Foods,1,new delhi,"D-3/491, Chhatarpur Pahari, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","north indian, chinese, continental",2,Indian Rupees(Rs.),700,0.0,Not rated,0,north indian,high,0.0,0.0
18025127,Bake My Day,1,new delhi,"Shop 1, Ambawata Complex, Gurudwara Road, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","bakery, desserts, fast food",1,Indian Rupees(Rs.),250,0.0,Not rated,2,bakery,low,0.11813386037800488,0.03544015811340146
18478990,Bhutani Chaap,1,new delhi,"Shop 1, Ambawata Complex, Gurudwara Road, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","north indian, fast food",1,Indian Rupees(Rs.),250,0.0,Not rated,0,north indian,low,0.0,0.0
18433297,China Pan,1,new delhi,"16 A, Ward 1, LIC Building, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","chinese, fast food",1,Indian Rupees(Rs.),200,0.0,Not rated,0,chinese,low,0.0,0.0
18472695,Chinese Fast Food,1,new delhi,"Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","chinese, fast food",1,Indian Rupees(Rs.),200,0.0,Not rated,0,chinese,low,0.0,0.0
18415339,Dilkhush Punjabi Dhaba,1,new delhi,"893/8 Mehta Tailor Wali Gali Sarai Mehrauli, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",north indian,2,Indian Rupees(Rs.),500,0.0,Not rated,3,north indian,medium,0.14906833483347914,0.04472050045004374
311683,Dragun Hut,1,new delhi,"Lado Sarai Near Park, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",chinese,1,Indian Rupees(Rs.),400,0.0,Not rated,1,chinese,medium,0.07453416741673957,0.02236025022502187
313073,Giani's,1,new delhi,"Qutub Tiffin, Ten Style Mile, Kalkadas Marg, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","ice cream, desserts",1,Indian Rupees(Rs.),400,0.0,Not rated,3,ice cream,medium,0.14906833483347914,0.04472050045004374
18415338,Kathi House,1,new delhi,"F-21, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",fast food,1,Indian Rupees(Rs.),200,0.0,Not rated,0,fast food,low,0.0,0.0
18168122,Kerala Kitchen & Restaurant,1,new delhi,"F-228, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",south indian,1,Indian Rupees(Rs.),250,0.0,Not rated,0,south indian,low,0.0,0.0
18478992,Retro Kichen,1,new delhi,"1st Floor, Opposite Police Station, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","chinese, north indian",1,Indian Rupees(Rs.),300,0.0,Not rated,0,chinese,low,0.0,0.0
18168124,The China Town,1,new delhi,"F-117, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",chinese,1,Indian Rupees(Rs.),250,0.0,Not rated,1,chinese,low,0.07453416741673957,0.02236025022502187
18414506,The Urban Dhaba,1,new delhi,"F-703, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",north indian,2,Indian Rupees(Rs.),600,0.0,Not rated,1,north indian,medium,0.07453416741673957,0.02236025022502187
18409207,Twenty Four Seven,1,new delhi,"M/S Qutab Service Station, IOC Pump, Opposite STC & MMTC Housing Colony, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi","fast food, north indian",1,Indian Rupees(Rs.),300,0.0,Not rated,0,fast food,low,0.0,0.0
6341,McDonald's,1,new delhi,"Ground Floor, Metro Walk Mall, Rohini, New Delhi","Metro Walk Mall, Rohini","Metro Walk Mall, Rohini, New Delhi","fast food, burger",2,Indian Rupees(Rs.),500,3.4,Average,91,fast food,medium,0.4862282589862265,0.621868477695868
1951,Moti Mahal Delux Tandoori Trail,1,new delhi,"GA-7 & 8, Metro Walk Mall, Rohini, New Delhi","Metro Walk Mall, Rohini","Metro Walk Mall, Rohini, New Delhi","north indian, mughlai, chinese",3,Indian Rupees(Rs.),1000,3.2,Average,151,north indian,high,0.5402182427113972,0.6100654728134192
250,Pizza Hut,1,new delhi,"FA 7 & 8, Metro Walk Mall, Sector 11, Rohini, New Delhi","Metro Walk Mall, Rohini","Metro Walk Mall, Rohini, New Delhi","italian, pizza, fast food",3,Indian Rupees(Rs.),1000,2.8,Average,83,italian,high,0.4764460569703333,0.5349338170911
312753,Dill's Chawla Chik-Inn,1,new delhi,"1843, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi","north indian, mughlai",2,Indian Rupees(Rs.),700,2.9,Average,4,north indian,high,0.17306297735396584,0.4579188932061897
312983,Tandoori Zaaika,1,new delhi,"Main Road, Aaya Nagar, Near Honda Showroom, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,2,Indian Rupees(Rs.),500,3.0,Average,4,north indian,medium,0.17306297735396584,0.4719188932061897
18492029,Aap Ki Khatir,1,new delhi,"Near Ghitorni Metro Station, Near MG Road, New Delhi",MG Road,"MG Road, New Delhi","mughlai, north indian",1,Indian Rupees(Rs.),400,0.0,Not rated,0,mughlai,medium,0.0,0.0
18489541,Aggarwal Sweets,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi","mithai, south indian, street food",1,Indian Rupees(Rs.),250,0.0,Not rated,0,mithai,low,0.0,0.0
18486862,Baskin Robbins,1,new delhi,"The Gallery, New Manglapuri, MG Road, New Delhi",MG Road,"MG Road, New Delhi",ice cream,1,Indian Rupees(Rs.),300,0.0,Not rated,1,ice cream,low,0.07453416741673957,0.02236025022502187
18492025,Bikaner Sweets,1,new delhi,"Mandi Gaon Road, Sultanpur, Near, MG Road, New Delhi",MG Road,"MG Road, New Delhi","mithai, north indian, south indian, chinese, street food, bakery",1,Indian Rupees(Rs.),400,0.0,Not rated,0,mithai,medium,0.0,0.0
18352672,Bollywood Khana,1,new delhi,"Shop 2, Arjangarh Metro Station, MG Road, New Delhi",MG Road,"MG Road, New Delhi","north indian, fast food",1,Indian Rupees(Rs.),150,0.0,Not rated,0,north indian,low,0.0,0.0
18489825,Cake And Bakes,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",bakery,1,Indian Rupees(Rs.),200,0.0,Not rated,0,bakery,low,0.0,0.0
18340302,Cake Point,1,new delhi,"House 709-D, Ghitorni, Near MG Road, New Delhi",MG Road,"MG Road, New Delhi","bakery, desserts",2,Indian Rupees(Rs.),600,0.0,Not rated,0,bakery,medium,0.0,0.0
18489819,Chinese Corner,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",chinese,1,Indian Rupees(Rs.),150,0.0,Not rated,0,chinese,low,0.0,0.0
18175297,Choudhary Dhaba,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),350,0.0,Not rated,2,north indian,medium,0.11813386037800488,0.03544015811340146
18034037,Green Chick Chop,1,new delhi,"Khasara Number 580, Sultanpur, MG Road, New Delhi",MG Road,"MG Road, New Delhi","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,0.0,Not rated,0,raw meats,medium,0.0,0.0
18175282,Green Chick Chop,1,new delhi,"Near Air Force Staion Arjangarh, MG Road, New Delhi",MG Road,"MG Road, New Delhi","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,0.0,Not rated,3,raw meats,medium,0.14906833483347914,0.04472050045004374
18489532,Gujjar Dhaba,1,new delhi,"Arjangarh, MG Road, New Delhi",MG Road,"MG Road, New Delhi","mughlai, north indian",1,Indian Rupees(Rs.),200,0.0,Not rated,0,mughlai,low,0.0,0.0
18277178,Hotel Aditi,1,new delhi,"Shop 3, Khasra 385, Near Union Bank, 100 Feet Road, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),200,0.0,Not rated,1,north indian,low,0.07453416741673957,0.02236025022502187
18408079,JMD Food Palace,1,new delhi,"Shasta 388-369, Chaudhary Market, Sultanpur, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,2,Indian Rupees(Rs.),500,0.0,Not rated,2,north indian,medium,0.11813386037800488,0.03544015811340146
18232989,Kitchen Namaste,1,new delhi,"Khatana Market, Near Sultanpur Metro Station, MG Road, New Delhi",MG Road,"MG Road, New Delhi","north indian, chinese",1,Indian Rupees(Rs.),200,0.0,Not rated,0,north indian,low,0.0,0.0
18492033,Lajawab Chicken & Fish Fry,1,new delhi,"843/1, Opposite Metro Pillar 116, Ghitorni, Near MG Road, New Delhi",MG Road,"MG Road, New Delhi",mughlai,1,Indian Rupees(Rs.),350,0.0,Not rated,0,mughlai,medium,0.0,0.0
18489832,Lotus Kitchen,1,new delhi,"Near Post Office, Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),100,0.0,Not rated,0,north indian,low,0.0,0.0
18467388,Manami Japanese Restaurant,1,new delhi,"Avalon Hotel, Near Sultanpur Metro Station, Sultanpur, MG Road, New Delhi",MG Road,"MG Road, New Delhi",japanese,3,Indian Rupees(Rs.),1000,0.0,Not rated,0,japanese,high,0.0,0.0
18175299,Manna Sweets & Restaurant,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi","mithai, bakery, north indian",1,Indian Rupees(Rs.),200,0.0,Not rated,1,mithai,low,0.07453416741673957,0.02236025022502187
18337908,Moets Curry Pot,1,new delhi,"Khasra 382, Shree Shyam Property, 100 Feet Road, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi","north indian, chinese, italian",3,Indian Rupees(Rs.),1200,0.0,Not rated,1,north indian,high,0.07453416741673957,0.02236025022502187
18463608,Mr. Sub,1,new delhi,"The Gallery on MG, MG Road, New Delhi",MG Road,"MG Road, New Delhi",fast food,1,Indian Rupees(Rs.),400,0.0,Not rated,2,fast food,medium,0.11813386037800488,0.03544015811340146
18489836,New Gaurav Dhaba,1,new delhi,"New Mangalapuri, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),250,0.0,Not rated,0,north indian,low,0.0,0.0
18277163,Pandit Ji Ki Apni Rasoi,1,new delhi,"Near Post Office, Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),250,0.0,Not rated,2,north indian,low,0.11813386037800488,0.03544015811340146
18489545,Rajdhani Restaurant,1,new delhi,"Main Road, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),200,0.0,Not rated,0,north indian,low,0.0,0.0
18277176,Saraswati Food Corner,1,new delhi,"Shop 240, 100 Feet Road, Ghitorni Village, Near, MG Road, New Delhi",MG Road,"MG Road, New Delhi","chinese, north indian, south indian",1,Indian Rupees(Rs.),250,0.0,Not rated,1,chinese,low,0.07453416741673957,0.02236025022502187
18175278,Shri Balaji Bhojnalaya,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),250,0.0,Not rated,1,north indian,low,0.07453416741673957,0.02236025022502187
18489808,Swadist Bhojnalaya,1,new delhi,"Shop 240, Ghitorni Village, MG Road, New Delhi",MG Road,"MG Road, New Delhi","chinese, north indian",1,Indian Rupees(Rs.),200,0.0,Not rated,2,chinese,low,0.11813386037800488,0.03544015811340146
18446867,Swiss Gourmessa,1,new delhi,"Khasra 361/16, Sultanpur Village, MG Road, New Delhi",MG Road,"MG Road, New Delhi",bakery,2,Indian Rupees(Rs.),500,0.0,Not rated,0,bakery,medium,0.0,0.0
18486879,Truly Yours,1,new delhi,"Khasra 368, Sultanpur, MG Road, New Delhi",MG Road,"MG Road, New Delhi","north indian, street food, fast food",1,Indian Rupees(Rs.),200,0.0,Not rated,0,north indian,low,0.0,0.0
18489852,Uttrakhand Hotel,1,new delhi,"Khatana Market Sultanpur, Near Gurudwara, MG Road, New Delhi",MG Road,"MG Road, New Delhi",north indian,1,Indian Rupees(Rs.),200,0.0,Not rated,0,north indian,low,0.0,0.0
18489804,Vandana Food Corner,1,new delhi,"100 Feet Road, MG Road, New Delhi",MG Road,"MG Road, New Delhi","fast food, north indian, south indian",1,Indian Rupees(Rs.),150,0.0,Not rated,0,fast food,low,0.0,0.0
18489802,Zaika Biryani,1,new delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi","mughlai, north indian",1,Indian Rupees(Rs.),350,0.0,Not rated,0,mughlai,medium,0.0,0.0
3207,Buzz,1,new delhi,"Ground Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi","north indian, chinese, italian, finger food",4,Indian Rupees(Rs.),2000,3.4,Average,220,north indian,high,0.5804648331869355,0.6501394499560806
4752,Lighthouse 13,1,new delhi,"13, 1st Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi","north indian, european, chinese",4,Indian Rupees(Rs.),2100,3.4,Average,570,north indian,high,0.6825352295735012,0.6807605688720504
4830,Berco's,1,new delhi,"2nd Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi","chinese, thai",3,Indian Rupees(Rs.),1100,3.8,Good,565,chinese,high,0.681589488440099,0.7364768465320296
4341,The Great Kabab Factory,1,new delhi,"1st Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi","north indian, mughlai",4,Indian Rupees(Rs.),2200,3.5,Good,498,north indian,high,0.6680419914006337,0.69041259742019
307237,The Tea Place by Manjushree,1,new delhi,"8, Ground Floor, MGF Metropolitan Mall","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi","cafe, beverages",2,Indian Rupees(Rs.),700,4.1,Very Good,92,cafe,high,0.48739075759177375,0.720217227277532
18260028,Victoria,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi","north indian, chinese",3,Indian Rupees(Rs.),1200,3.2,Average,20,north indian,high,0.32737772213685423,0.5462133166410562
18317481,Aces - The Card Room,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",finger food,4,Indian Rupees(Rs.),2000,0.0,Not rated,2,finger food,high,0.11813386037800488,0.03544015811340146
18317473,Curzon - The Royal Bar,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",finger food,3,Indian Rupees(Rs.),1000,0.0,Not rated,0,finger food,high,0.0,0.0
18317479,London Eye - The Open Lounge,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",finger food,4,Indian Rupees(Rs.),2000,0.0,Not rated,0,finger food,high,0.0,0.0
18317476,Lord's - The Sports Lounge,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",finger food,4,Indian Rupees(Rs.),2000,0.0,Not rated,1,finger food,high,0.07453416741673957,0.02236025022502187
18317483,Viceroy - The Coffee Shop,1,new delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",cafe,3,Indian Rupees(Rs.),1000,0.0,Not rated,0,cafe,high,0.0,0.0
312576,Munch Nation,1,new delhi,"Model Town 1, New Delhi",Model Town 1,"Model Town 1, New Delhi","chinese, fast food",1,Indian Rupees(Rs.),350,3.8,Good,727,chinese,medium,0.7086555574765488,0.7445966672429646
5347,"34, Chowringhee Lane",1,new delhi,"B-10, Opposite Metro Pillar 21, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",fast food,1,Indian Rupees(Rs.),250,3.2,Average,62,fast food,low,0.44551158251485906,0.5816534747544577
300945,Any Time Food,1,new delhi,"F-14/16, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","fast food, beverages",1,Indian Rupees(Rs.),400,2.6,Average,52,fast food,medium,0.42692578211018056,0.49207773463305415
300934,Bikaner Sweet House,1,new delhi,"F-14/17, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",mithai,1,Indian Rupees(Rs.),200,3.2,Average,16,mithai,low,0.3046556397194548,0.5393966919158364
3223,Domino's Pizza,1,new delhi,"F-14/12 A, Upper Ground Floor, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","pizza, fast food",2,Indian Rupees(Rs.),700,2.8,Average,94,pizza,high,0.48967871781514427,0.5389036153445432
307554,Giani,1,new delhi,"F-14/17, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","ice cream, desserts",1,Indian Rupees(Rs.),400,2.9,Average,39,ice cream,medium,0.3966654796041846,0.5249996438812553
967,Grand Plaza,1,new delhi,"B-1, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, chinese, fast food",2,Indian Rupees(Rs.),800,3.3,Average,255,north indian,high,0.5962733393339166,0.6408820018001748
6196,Great Wall,1,new delhi,"F-14/55, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, mughlai, chinese",3,Indian Rupees(Rs.),1200,2.7,Average,47,north indian,high,0.41627053004496317,0.502881159013489
18381220,Healthy Food Station,1,new delhi,"Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","salad, healthy food, burger, italian, continental, chinese, north indian, beverages",1,Indian Rupees(Rs.),400,3.1,Average,25,salad,medium,0.35034336088422036,0.5391030082652661
2491,Hostess Tasty Bites,1,new delhi,"F Block, Near Mother Dairy Booth, Ramlila Ground, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",chinese,2,Indian Rupees(Rs.),500,3.1,Average,16,chinese,medium,0.3046556397194548,0.5253966919158364
1041,Hot Pot,1,new delhi,"F Block, Near Mother Diary, Opposite Ramlila Ground, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",chinese,2,Indian Rupees(Rs.),500,3.1,Average,105,chinese,medium,0.5014599495269201,0.5844379848580761
982,Kabab Factory,1,new delhi,"F-14/55, Ground Floor, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, mughlai, chinese",2,Indian Rupees(Rs.),700,3.0,Average,12,north indian,high,0.2758091934674808,0.5027427580402442
18352186,Keventers,1,new delhi,"14/16, Main Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",beverages,1,Indian Rupees(Rs.),400,3.1,Average,17,beverages,medium,0.3108018881727493,0.5272405664518248
9380,Krishna Sweet House,1,new delhi,"H-4/7, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","mithai, south indian",1,Indian Rupees(Rs.),200,3.3,Average,32,mithai,low,0.37597971580827955,0.5747939147424838
1303,Mitraz,1,new delhi,"F-14/7, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, chinese",2,Indian Rupees(Rs.),850,3.4,Average,101,north indian,high,0.4973236675141992,0.6251971002542598
18168462,Nut Khut Chaats & Snacks,1,new delhi,"14/1-F, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","fast food, street food",1,Indian Rupees(Rs.),300,3.2,Average,8,fast food,low,0.23626772075600977,0.5188803162268029
311734,Subway,1,new delhi,"F-14/14, Main Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","american, fast food, salad, healthy food",2,Indian Rupees(Rs.),500,3.4,Average,68,american,medium,0.45529378453075225,0.6125881353592256
2291,The Host,1,new delhi,"F Block, Behind Mother Dairy, Opposite MCD School Gate, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",chinese,1,Indian Rupees(Rs.),450,2.7,Average,20,chinese,medium,0.32737772213685423,0.47621331664105626
9427,Chacha Di Hatti,1,new delhi,"F Block, Near Mother Dairy, Ramlila Ground, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",street food,1,Indian Rupees(Rs.),100,3.7,Good,78,street food,low,0.469847049643052,0.6589541148929157
5874,Cocoberry,1,new delhi,"H-4/2, Main Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",desserts,1,Indian Rupees(Rs.),300,3.5,Good,62,desserts,low,0.44551158251485906,0.6236534747544576
3375,Eating Corner,1,new delhi,"F-14/19, Central Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, fast food, street food",1,Indian Rupees(Rs.),300,3.7,Good,142,north indian,low,0.5336550488977554,0.6780965146693266
312353,El Posto,1,new delhi,"F-14/20, Shop 1, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",bakery,1,Indian Rupees(Rs.),300,3.5,Good,41,bakery,low,0.4019118895535938,0.6105735668660781
180,McDonald's,1,new delhi,"F-14 & 15, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","fast food, burger",2,Indian Rupees(Rs.),500,3.6,Good,122,fast food,medium,0.5174545384340978,0.6592363615302294
18057822,Pizza Station,1,new delhi,"Opposite Main Gate Shalimar Park, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",pizza,1,Indian Rupees(Rs.),300,3.5,Good,20,pizza,low,0.32737772213685423,0.5882133166410562
6607,Puri Bakers,1,new delhi,"F-14/17, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","bakery, fast food",1,Indian Rupees(Rs.),300,3.7,Good,128,bakery,low,0.5225759860525243,0.6747727958157573
18247031,JAIL - Behind The Bar,1,new delhi,"B-8, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi","north indian, chinese, continental, italian",3,Indian Rupees(Rs.),1600,4.1,Very Good,155,north indian,high,0.5430113886789648,0.7369034166036894
18264447,Curry Shurry,1,new delhi,"G-4, Main Market, Opposite ICICI Bank, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi","north indian, mughlai",2,Indian Rupees(Rs.),600,3.3,Average,28,north indian,medium,0.3620855687981776,0.5706256706394532
300911,Frontier,1,new delhi,"D-2/15, Shopping Zone, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",bakery,1,Indian Rupees(Rs.),200,3.2,Average,15,bakery,low,0.2981366696669583,0.5374410009000874
4090,Hari Om Bhojnalaya,1,new delhi,"C-1, Opposite HDFC Bank, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",north indian,1,Indian Rupees(Rs.),400,3.2,Average,21,north indian,medium,0.3323800228470143,0.5477140068541042
5729,Nirmal's,1,new delhi,"Opposite NIIT, D Park, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",chinese,1,Indian Rupees(Rs.),400,2.7,Average,9,chinese,medium,0.24759714477070544,0.4522791434312116
309704,Sardar A Pure Meat Shop,1,new delhi,"G-8, Shop 6, Near Punjab National Bank, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi","raw meats, fast food, north indian",1,Indian Rupees(Rs.),150,2.8,Average,13,raw meats,low,0.2837780291755889,0.4771334087526766
964,The Dragon Hucks,1,new delhi,"D-2/12, Main Market, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",chinese,2,Indian Rupees(Rs.),800,3.3,Average,97,chinese,high,0.4930218909344383,0.6099065672803314
307333,Green Chick Chop,1,new delhi,"G-4, Main Market, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,3.5,Good,38,raw meats,medium,0.3939430538454856,0.6081829161536456
